-79.194500 125.681000 -26.766400 1409569422926
-77.038400 123.683000 -24.295500 1409569422943
-73.420600 123.046000 -21.109300 1409569422959
-70.329100 123.279000 -19.415900 1409569422976
-68.860100 123.366000 -18.885300 1409569422993
-65.679300 122.732000 -18.505500 1409569423010
-64.294100 120.214000 -17.689300 1409569423026
-59.885400 121.676000 -16.999500 1409569423043
-60.309100 119.772000 -17.436300 1409569423060
-58.078800 118.778000 -19.308100 1409569423077
-56.784200 118.374000 -18.990100 1409569423093
-56.595800 117.065000 -21.071300 1409569423110
-55.905700 113.832000 -24.016200 1409569423127
-55.764500 112.387000 -25.937200 1409569423144
-55.864200 108.869000 -29.737000 1409569423161
-54.215000 108.983000 -32.407300 1409569423177
-50.688200 109.728000 -33.078100 1409569423194
-48.634900 109.384000 -34.986300 1409569423211
-47.152300 109.927000 -35.859700 1409569423228
-43.334300 110.425000 -37.450900 1409569423246
-38.361400 112.516000 -38.525000 1409569423262
-34.399000 113.513000 -38.260600 1409569423279
-31.887900 113.092000 -39.344000 1409569423295
-30.419900 113.278000 -39.924900 1409569423311
-26.620600 112.440000 -41.012300 1409569423329
-22.183900 111.237000 -42.205000 1409569423345
-17.114200 111.062000 -43.406600 1409569423379
-9.798000 111.543000 -44.176100 1409569423395
-5.060650 111.642000 -43.069500 1409569423412
-1.275250 110.847000 -42.328400 1409569423428
3.351340 110.331000 -42.456700 1409569423446
7.923990 110.141000 -42.704000 1409569423462
10.133400 109.678000 -43.228300 1409569423479
14.450700 108.895000 -43.833100 1409569423496
19.323300 108.610000 -44.593800 1409569423512
24.049900 108.356000 -45.417100 1409569423529
26.438200 108.427000 -45.679600 1409569423546
31.719800 109.118000 -46.081400 1409569423563
37.213500 110.327000 -46.375800 1409569423580
42.543300 111.096000 -45.736400 1409569423596
45.932400 109.627000 -45.734000 1409569423613
50.208300 108.748000 -45.763700 1409569423630
52.148800 108.314000 -45.841500 1409569423647
56.330400 108.304000 -46.003900 1409569423664
60.799700 107.818000 -45.897000 1409569423683
63.054200 108.161000 -46.024000 1409569423697
68.283300 108.600000 -45.829600 1409569423714
73.307600 108.374000 -45.315000 1409569423731
77.433600 107.806000 -43.753100 1409569423747
81.911400 107.750000 -43.081900 1409569423764
86.628700 107.868000 -42.992600 1409569423781
88.631700 107.506000 -42.680300 1409569423798
94.147100 107.514000 -42.629800 1409569423815
95.911400 107.279000 -42.503700 1409569423831
100.713000 103.714000 -42.873700 1409569423848
104.542000 101.935000 -44.564400 1409569423865
106.515000 101.332000 -44.687500 1409569423902
116.588000 101.730000 -46.039900 1409569423915
121.545000 102.083000 -46.067900 1409569423932
123.731000 101.517000 -46.115100 1409569423948
126.399000 99.862800 -44.831000 1409569423965
130.196000 101.187000 -44.497800 1409569423983
136.764000 102.098000 -43.311600 1409569423999
139.669000 101.985000 -42.387000 1409569424015
143.535000 100.925000 -40.953200 1409569424032
144.955000 100.749000 -40.288200 1409569424050
148.479000 100.905000 -38.225500 1409569424067
151.410000 101.271000 -35.977200 1409569424083
153.912000 102.049000 -34.119500 1409569424100
154.796000 102.567000 -33.222800 1409569424116
156.018000 103.326000 -30.821200 1409569424134
157.135000 103.765000 -29.466400 1409569424151
158.140000 104.401000 -28.235200 1409569424167
158.683000 105.196000 -27.655500 1409569424183
158.860000 105.590000 -27.485000 1409569424200
159.082000 106.137000 -27.229800 1409569424218
159.084000 106.690000 -26.960400 1409569424235
159.029000 107.038000 -26.712000 1409569424251
158.919000 107.514000 -26.515000 1409569424267
158.738000 107.684000 -26.333000 1409569424284
158.250000 108.239000 -25.396200 1409569424301
158.186000 108.652000 -24.694800 1409569424317
158.139000 108.965000 -24.498500 1409569424334
157.935000 109.037000 -24.458600 1409569424368
156.990000 108.748000 -24.315100 1409569424385
156.367000 108.359000 -24.212700 1409569424403
