-66.833500 174.757000 1.611450 1409569534027
-66.815600 174.828000 1.615430 1409569534044
-66.728100 175.069000 1.625830 1409569534061
-66.659400 175.198000 1.543240 1409569534077
-66.541200 175.289000 1.439520 1409569534094
-66.540300 175.205000 1.369090 1409569534111
-66.530100 175.205000 1.341410 1409569534128
-66.515900 174.886000 1.237960 1409569534145
-66.289200 174.428000 1.074080 1409569534161
-65.644100 173.101000 1.066720 1409569534178
-65.158200 172.225000 1.130420 1409569534195
-64.668500 170.792000 1.074870 1409569534212
-64.211000 168.861000 0.931001 1409569534229
-63.310500 167.114000 0.905586 1409569534245
-62.761500 165.132000 0.577940 1409569534262
-62.078200 163.813000 1.075910 1409569534279
-60.727700 161.639000 1.563410 1409569534296
-59.291100 158.830000 2.378780 1409569534313
-58.220900 156.104000 2.175360 1409569534328
-56.799800 152.712000 2.733760 1409569534345
-56.400800 151.781000 2.858940 1409569534363
-55.158600 148.195000 3.457960 1409569534388
-53.204200 144.311000 4.554400 1409569534396
-51.746000 140.433000 5.985850 1409569534413
-49.823800 136.719000 6.564070 1409569534430
-48.894500 134.632000 6.371090 1409569534447
-46.501200 131.256000 6.385500 1409569534463
-44.565300 127.839000 6.769430 1409569534480
-42.083600 124.451000 8.381180 1409569534496
-40.124800 120.893000 10.436400 1409569534513
-39.084600 119.107000 11.276000 1409569534531
-37.336700 115.828000 12.069800 1409569534547
-35.605400 112.075000 12.773100 1409569534564
-33.325900 108.845000 13.885100 1409569534580
-32.299100 107.829000 14.578000 1409569534597
-30.593600 105.900000 15.225800 1409569534614
-30.092500 103.916000 15.316900 1409569534631
-29.027200 101.519000 15.532400 1409569534648
-27.995600 99.739100 15.784700 1409569534665
-27.064900 98.807000 15.761600 1409569534681
-26.697100 98.422000 15.743500 1409569534699
-25.305800 98.051100 15.981700 1409569534715
-23.701100 98.378100 16.310800 1409569534731
-22.449000 99.566900 16.393800 1409569534748
-21.603800 100.565000 16.389400 1409569534765
-19.850500 103.075000 16.157800 1409569534782
-18.067800 106.101000 15.615400 1409569534798
-16.190200 110.131000 15.184900 1409569534815
-14.063000 115.103000 14.714300 1409569534831
-12.734600 117.856000 14.525500 1409569534849
-10.815800 123.185000 14.040100 1409569534866
-8.864530 127.776000 12.692800 1409569534901
-6.061000 137.213000 7.274060 1409569534915
-5.203070 140.000000 5.257000 1409569534932
-4.732180 144.816000 -0.323511 1409569534950
-2.520890 150.838000 -4.479370 1409569534966
0.874162 158.845000 -7.414160 1409569534982
2.686530 162.712000 -8.463870 1409569534999
6.955490 169.996000 -10.196300 1409569535016
11.321800 177.699000 -11.213200 1409569535034
15.113500 185.206000 -11.550900 1409569535050
18.340400 191.204000 -13.362000 1409569535066
19.522900 193.901000 -14.661200 1409569535083
23.249700 200.365000 -17.170200 1409569535100
27.169000 207.722000 -19.054200 1409569535117
31.754900 215.608000 -19.736200 1409569535134
33.461300 219.047000 -20.396200 1409569535151
37.763300 226.423000 -21.241000 1409569535167
42.830500 234.091000 -20.325700 1409569535184
48.255400 241.172000 -19.329600 1409569535201
52.323800 247.242000 -19.283900 1409569535217
56.294500 253.130000 -19.494400 1409569535234
59.167300 256.740000 -17.988800 1409569535251
64.463300 261.922000 -15.710000 1409569535269
67.954400 266.139000 -15.859900 1409569535285
71.819700 270.636000 -15.734000 1409569535301
75.467800 274.676000 -15.888300 1409569535318
77.144000 276.175000 -15.973300 1409569535335
79.995700 278.708000 -15.870700 1409569535370
87.306300 286.506000 -13.301500 1409569535386
90.490600 289.788000 -12.829000 1409569535404
92.616000 291.391000 -12.607700 1409569535421
96.235400 293.967000 -11.453100 1409569535437
99.190700 296.778000 -10.311500 1409569535454
101.748000 298.494000 -9.794700 1409569535470
103.193000 299.045000 -9.512580 1409569535487
105.974000 300.754000 -9.051960 1409569535505
